Date,Year,State,Site,Lat,Long,Age,Sex,Transmitter,BandID,Alive/Dead,CaptureMyopathy,TransmitterFail,NestAttempts,DiedNesting,BroodStage,DiedBrood,Harvested,Note
2/26/16,2016,SC,Webb,,,0,0,60921,299,1,0,,,,,,,
7/16/16,2016,SC,Webb,,,0,0,60921,299,1,0,,1,0,,,,
2/26/16,2016,SC,Webb,,,1,0,60922,300,1,0,,,,,,,
6/1/16,2016,SC,Webb,,,1,0,60922,300,0,0,,2,1,,,,
2/26/16,2016,SC,Webb,,,1,0,60923,303,1,0,,,,,,,Predated on nest 4/15/16
4/15/16,2016,SC,Webb,,,1,0,60923,303,0,0,,1,1,,,,
2/10/16,2016,SC,Webb,,,0,1,,63,1,0,,,,,,,Net Mortality
1/20/16,2016,SC,Webb,,,0,1,,84,1,0,,,,,,,
1/20/16,2016,SC,Webb,,,0,1,,85,1,0,,,,,,,
1/20/16,2016,SC,Webb,,,0,1,,86,1,0,,,,,,,
1/20/16,2016,SC,Webb,,,0,1,,87,1,0,,,,,,,
1/25/16,2016,SC,Webb,,,0,1,,88,1,0,,,,,,,
2/11/16,2016,SC,Webb,,,0,1,,89,1,0,,,,,,,Band only
2/10/16,2016,SC,Webb,,,0,1,,93,1,0,,,,,,,Band only
2/11/16,2016,SC,Webb,,,1,0,,312,1,0,,,,,,,Band only
1/1/17,2017,SC,Webb,,,1,1,60773,72,1,0,,,,,,,
2/4/17,2017,SC,Webb,,,1,1,60773,72,1,0,1,,,,,,
1/13/17,2017,SC,Webb,,,1,0,46206,379,1,0,,,,,,,
7/31/17,2017,SC,Webb,,,1,0,46206,379,1,0,1,1,0,,,,
1/13/17,2017,SC,Webb,,,1,0,46196,381,1,0,,,,,,,
2/5/17,2017,SC,Webb,,,1,0,46196,381,0,0,,,,,,,
1/13/17,2017,SC,Webb,,,1,0,46183,380,1,0,,,,,,,
3/17/17,2017,SC,Webb,,,1,0,46183,380,1,0,1,,,,,,
1/13/17,2017,SC,Webb,,,1,0,46186,383,1,0,,,,,,,
7/31/17,2017,SC,Webb,,,1,0,46186,383,1,0,,1,0,,,,
1/13/17,2017,SC,Webb,,,1,0,46187,384,1,0,,,,,,,
5/26/17,2017,SC,Webb,,,1,0,46187,384,1,0,1,1,0,1,0,,
1/13/17,2017,SC,Webb,,,1,0,46186,378,1,0,,,,,,,
6/26/17,2017,SC,Webb,,,1,0,46186,378,1,0,,1,0,1,0,,
3/9/17,2017,SC,Webb,,,0,1,46182,110,1,0,,,,,,,
4/17/17,2017,SC,Webb,,,0,1,46182,110,1,0,1,,,,,,
3/9/17,2017,SC,Webb,,,0,1,46171,109,1,0,1,,,,,,
3/9/17,2017,SC,Webb,,,0,1,46210,108,1,1,,,,,,,
2/13/17,2017,SC,Webb,,,1,1,46115,100,1,0,,,,,,,
3/29/17,2017,SC,Webb,,,1,1,46115,100,1,0,1,,,,,,
2/13/17,2017,SC,Webb,,,1,0,36116,315,1,0,1,,,,,,
2/17/17,2017,SC,Webb,,,1,1,46108,98,1,0,,,,,,,
4/17/17,2017,SC,Webb,,,1,1,46108,98,0,0,,,,,,,
2/17/17,2017,SC,Webb,,,1,1,46106,96,1,0,,,,,,,
7/31/17,2017,SC,Webb,,,1,1,46106,96,1,0,,,,,,,
2/17/17,2017,SC,Webb,,,1,1,46113,99,1,0,,,,,,,
3/16/17,2017,SC,Webb,,,1,1,46113,99,0,0,,,,,,,probably poached
2/23/17,2017,SC,Webb,,,0,1,46110,92,1,0,,,,,,,
4/10/17,2017,SC,Webb,,,0,1,46110,92,1,0,1,,,,,,
2/23/17,2017,SC,Webb,,,0,1,46117,102,1,0,,,,,,,
7/20/17,2017,SC,Webb,,,0,1,46117,102,0,0,,,,,,,
2/23/17,2017,SC,Webb,,,0,1,46104,69,1,0,,,,,,,
4/18/17,2017,SC,Webb,,,0,1,46104,69,1,0,1,,,,,,
2/23/17,2017,SC,Webb,,,0,1,46111,68,1,0,,,,,,,
7/29/17,2017,SC,Webb,,,0,1,46111,68,1,0,1,,,,,,
2/23/17,2017,SC,Webb,,,0,1,46116,66,1,0,,,,,,,
7/10/17,2017,SC,Webb,,,0,1,46116,66,1,0,1,,,,,,
2/23/17,2017,SC,Webb,,,0,1,46099,74,1,0,,,,,,,
3/17/17,2017,SC,Webb,,,0,1,46099,74,0,0,,,,,,,
2/23/17,2017,SC,Webb,,,0,1,46107,95,1,0,,,,,,,
4/10/17,2017,SC,Webb,,,0,1,46107,95,1,0,1,,,,,,
2/23/17,2017,SC,Webb,,,0,1,46112,90,1,0,,,,,,,
4/19/17,2017,SC,Webb,,,0,1,46112,90,1,0,1,,,,,,
2/23/17,2017,SC,Webb,,,0,1,46103,94,1,0,,,,,,,
7/1/17,2017,SC,Webb,,,0,1,46103,94,1,0,1,,,,,,
2/23/17,2017,SC,Webb,,,0,1,46114,101,1,0,,,,,,,
4/19/17,2017,SC,Webb,,,0,1,46114,101,1,0,1,,,,,,
2/23/17,2017,SC,Webb,,,0,1,46109,103,1,0,,,,,,,
4/10/17,2017,SC,Webb,,,0,1,46109,103,1,0,1,,,,,,
2/23/17,2017,SC,Webb,,,0,1,46101,70,1,0,,,,,,,
5/2/17,2017,SC,Webb,,,0,1,46101,70,1,0,1,,,,,,
2/23/17,2017,SC,Webb,,,0,1,46105,67,1,0,,,,,,,
5/9/17,2017,SC,Webb,,,0,1,46105,67,0,0,,,,,,,
2/23/17,2017,SC,Webb,,,0,1,46102,97,1,0,,,,,,,
3/30/17,2017,SC,Webb,,,0,1,46101,97,0,0,,,,,,,
1/10/18,2018,SC,Webb,,,0,0,61134,329,1,1,,,,,,,
1/10/18,2018,SC,Webb,,,0,0,61120,376,1,0,,,,,,,
7/31/18,2018,SC,Webb,,,0,0,61120,376,1,0,,0,,,,,
1/10/18,2018,SC,Webb,,,0,0,61117,332,1,0,,,,,,,
4/3/18,2018,SC,Webb,,,0,0,61117,332,0,0,,1,1,,,,
1/10/18,2018,SC,Webb,,,0,0,61126,372,1,0,,,,,,,
7/31/18,2018,SC,Webb,,,0,0,61126,372,1,0,,1,0,,,,
1/10/18,2018,SC,Webb,,,1,0,61118,362,1,0,,,,,,,
7/31/18,2018,SC,Webb,,,1,0,61118,362,1,0,,0,,,,,
1/10/18,2018,SC,Webb,,,0,0,61122,330,1,1,,,,,,,
1/10/18,2018,SC,Webb,,,0,0,61136,375,1,1,,,,,,,
1/10/18,2018,SC,Webb,,,0,0,61125,355,1,0,,,,,,,
7/31/18,2018,SC,Webb,,,0,0,61125,355,1,0,,1,0,,,,
1/10/18,2018,SC,Webb,,,0,0,61130,334,1,0,,,,,,,
7/31/18,2018,SC,Webb,,,0,0,61130,334,1,0,,1,0,,,,
1/10/18,2018,SC,Webb,,,0,0,61123,333,1,1,,,,,,,
1/10/18,2018,SC,Webb,,,0,0,46212,331,1,0,,,,,,,
4/15/18,2018,SC,Webb,,,0,0,46212,331,1,0,1,,,,,,
1/15/18,2018,SC,Webb,,,1,0,61142,339,1,0,,,,,,,
7/31/18,2018,SC,Webb,,,1,0,61142,339,1,0,1,1,0,,,,
1/15/18,2018,SC,Webb,,,1,0,61135,338,1,0,,,,,,,
7/31/18,2018,SC,Webb,,,1,0,61135,338,1,0,,1,0,,,,
1/15/18,2018,,,,,0,0,61132,361,1,0,,,,,,,
2/9/18,2018,,,,,0,0,61132,361,0,0,,,,,,,
1/15/18,2018,,,,,1,0,61132,372,1,1,,,,,,,
1/22/18,2018,,,,,0,1,61224,126,1,0,,,,,,,
1/29/18,2018,,,,,0,1,61224,126,0,0,,,,,,,
1/22/18,2018,,,,,0,1,61227,117,1,0,,,,,,,
7/31/18,2018,,,,,0,1,61227,117,1,0,,,,,,,
1/22/18,2018,,,,,0,1,61144,118,1,1,,,,,,,
1/22/18,2018,,,,,0,0,61139,352,1,0,,,,,,,
7/31/18,2018,,,,,0,0,61139,352,1,0,,3,0,1,0,,
1/22/18,2018,,,,,0,0,61225,351,1,0,,,,,,,
3/8/18,2018,,,,,0,0,61225,351,0,0,,,,,,,
1/22/18,2018,,,,,0,0,61235,371,1,0,,,,,,,
2/10/18,2018,,,,,0,0,61235,371,0,0,,,,,,,
1/22/18,2018,,,,,0,0,61233,336,1,1,,,,,,,
1/22/18,2018,,,,,0,0,61228,347,1,0,,,,,,,
7/31/18,2018,,,,,0,0,61228,347,1,0,,,,,,,
1/22/18,2018,,,,,0,0,61226,356,1,0,,,,,,,
4/29/18,2018,,,,,0,0,61226,356,0,0,,1,1,,,,
1/22/18,2018,,,,,0,0,61138,348,1,0,,,,,,,
7/31/18,2018,,,,,0,0,61138,348,1,0,,1,0,1,0,,
1/16/18,2018,,,,,0,1,61143,123,1,1,,,,,,,
1/16/18,2018,,,,,0,1,46198,127,1,0,,,,,,,
7/31/18,2018,,,,,0,1,46198,127,1,0,,,,,,,
1/16/18,2018,,,,,0,1,61137,114,1,1,,,,,,,
1/16/18,2018,,,,,0,1,61146,115,1,1,,,,,,,
1/24/18,2018,,,,,1,1,61232,128,1,0,,,,,,,
7/31/18,2018,,,,,1,1,61232,128,1,0,,,,,,,
1/24/18,2018,,,,,0,1,61230,107,1,0,,,,,,,
7/31/18,2018,,,,,0,1,61230,107,1,0,,,,,,,
1/24/18,2018,,,,,0,1,61223,105,1,0,,,,,,,
7/31/18,2018,,,,,0,1,61223,105,1,0,,,,,,,
1/24/18,2018,,,,,1,1,61129,116,1,0,,,,,,,
3/7/18,2018,,,,,1,1,61129,116,0,0,,,,,,,
1/24/18,2018,,,,,1,1,61237,112,1,0,,,,,,,
3/16/18,2018,,,,,1,1,61237,112,0,0,,,,,,,
2/20/18,2018,,,,,0,0,61122,125,1,0,,,,,,,
5/15/18,2018,,,,,0,0,61122,125,1,0,,0,,,,,
2/20/18,2018,,,,,0,1,61145,106,1,0,,,,,,,
7/31/18,2018,,,,,0,1,61145,106,1,0,,,,,,,
2/7/18,2018,,,,,1,1,61143,121,1,0,,,,,,,
6/4/18,2018,,,,,1,1,61143,121,0,0,,,,,,,
2/7/18,2018,,,,,1,1,61224,122,1,0,,,,,,,
7/31/18,2018,,,,,1,1,61224,122,1,0,,,,,,,
2/7/18,2018,,,,,1,1,61146,124,1,0,,,,,,,
7/31/18,2018,,,,,1,1,61146,124,1,0,,,,,,,
